rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,4,4
199,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,2,2,2
198,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,-1,-1,-1
197,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,2,2,2
196,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,5,5,5
195,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,5,4,9
194,25,56,graphml/AttMpls.graphml,5,9,36,random,-1,-1,-1,-1
193,25,56,graphml/AttMpls.graphml,5,9,36,random,-1,-1,-1,-1
192,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,2,3,2
191,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,-1,-1,-1
190,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
189,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,-1,-1,-1
188,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,2,2,2
187,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,12,4,4
186,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
185,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,-1,-1,-1
184,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,4,4
183,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,-1,-1,-1
182,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,8,6
181,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,6,6,-1
180,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,3,3,-1
179,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,15,3,7
178,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,4,-1,4
177,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,-1,-1,-1
176,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,4,4
175,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,4,3
174,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,6,4
173,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
172,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,-1,-1,-1
171,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,2,3,2
170,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,9,6,15
169,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
168,25,56,graphml/AttMpls.graphml,6,9,45,random,-1,-1,-1,-1
167,25,56,graphml/AttMpls.graphml,7,9,54,random,-1,-1,-1,-1
166,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,26,6,-1
165,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,-1,-1,-1
164,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
163,25,56,graphml/AttMpls.graphml,5,9,36,random,-1,2,2,2
162,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,2,2,2
161,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,15,9,-1
160,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,-1,-1,-1
159,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,2,2,2
158,25,56,graphml/AttMpls.graphml,7,9,54,random,-1,-1,-1,-1
157,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,3,3,7
156,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,3,3,3
155,25,56,graphml/AttMpls.graphml,5,9,36,random,-1,-1,-1,-1
154,25,56,graphml/AttMpls.graphml,5,9,36,random,-1,-1,-1,-1
153,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,5,10,5
152,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
151,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,7,4
150,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,4
149,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,4,4
148,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,6,5,6
147,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,3,-1,3
146,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,2,4,2
145,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,4,10,8
144,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
143,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,4,4,2
142,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,9,9,5
141,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,13,5,11
140,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,4,4,4
139,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,17,3,4
138,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,4,4
137,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
136,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,-1,-1,-1
135,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,2,2,2
134,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,3,3
133,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,-1,-1,-1
132,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,5,-1,5
131,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,3,3,3
130,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,6,7,6
129,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,2,6,2
128,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,3,3,4
127,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,2,3,2
126,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,2,2,2
125,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,9,6,9
124,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,-1,-1,-1
123,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,13,-1,11
122,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,-1,-1,-1
121,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,12,6,-1
120,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,2,2,2
119,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,2,2,2
118,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,-1,-1,-1
117,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,3,2,3
116,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,2,4,2
115,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,-1,-1,-1
114,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,6,4
113,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,-1,-1,-1
112,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,3,3,3
111,25,56,graphml/AttMpls.graphml,5,9,36,random,-1,-1,-1,-1
110,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,-1,-1,-1
109,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,4,4,4
108,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,2,2,2
107,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,4,4
106,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,-1,-1,-1
105,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,2,2,2
104,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,4,4,5
103,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,6,3
102,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,9,5,5
101,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,3,15,3
100,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,3,3,3
99,25,56,graphml/AttMpls.graphml,5,9,36,random,-1,16,8,-1
98,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,2,2,2
97,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,2,3,2
96,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,6,6,6
95,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,-1,-1,-1
94,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
93,25,56,graphml/AttMpls.graphml,6,9,45,random,-1,-1,-1,-1
92,25,56,graphml/AttMpls.graphml,5,9,36,random,-1,-1,-1,-1
91,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,2,4,2
90,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,4,4
89,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,2,2,2
88,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,3,3,3
87,25,56,graphml/AttMpls.graphml,5,9,36,random,-1,-1,-1,-1
86,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
85,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,4,4,8
84,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,3,3,3
83,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,4,4
82,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,4,4
81,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,-1,-1,-1
80,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,4,4
79,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,3,6,3
78,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,4,4,-1
77,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
76,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,2,2,2
75,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,2,2,2
74,25,56,graphml/AttMpls.graphml,5,9,36,random,-1,-1,-1,-1
73,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,2,2,2
72,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,-1,-1,-1
71,25,56,graphml/AttMpls.graphml,5,9,36,random,-1,5,3,3
70,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,3,8,3
69,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,4,4,4
68,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,5,5,5
67,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,-1,-1,-1
66,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,6,3,4
65,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
64,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
63,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
62,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,2,2,2
61,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,2,2,2
60,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,2,6,2
59,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,4,4,4
58,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
57,25,56,graphml/AttMpls.graphml,5,9,36,random,-1,3,3,2
56,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
55,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,-1,-1,-1
54,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
53,25,56,graphml/AttMpls.graphml,5,9,36,random,-1,-1,-1,-1
52,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,-1,-1,-1
51,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,4,4
50,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,7,-1,-1
49,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,11,5,3
48,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,2,2,2
47,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,3,3,3
46,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,-1,-1,-1
45,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,3,3,3
44,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,2,2,2
43,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,-1,-1,-1
42,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,2,3,2
41,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,5,5,5
40,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,5,9,4
39,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,2,3,2
38,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
37,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,3,3,3
36,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
35,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,-1,-1,-1
34,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,4,4
33,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,3,-1,3
32,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,-1,-1,-1
31,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,2,4,2
30,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,-1,-1,-1
29,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,3,3,3
28,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,2,4,2
27,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
26,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,6,5,6
25,25,56,graphml/AttMpls.graphml,6,9,45,random,-1,-1,-1,-1
24,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,-1,-1,-1
23,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,3,3,-1
22,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,-1,-1,-1
21,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,-1,-1,-1
20,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
19,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,4,4
18,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,3,3,3
17,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,2,2,2
16,25,56,graphml/AttMpls.graphml,5,9,36,random,-1,3,5,3
15,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,10,4,4
14,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,4,4
13,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,4,4,-1
12,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,4,7,4
11,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,11,8,18
10,25,56,graphml/AttMpls.graphml,5,9,36,random,-1,-1,-1,-1
9,25,56,graphml/AttMpls.graphml,7,9,54,random,-1,-1,-1,-1
8,25,56,graphml/AttMpls.graphml,5,9,36,random,-1,-1,-1,-1
7,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,2,2,2
6,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,-1,-1,-1
5,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,2,2,2
4,25,56,graphml/AttMpls.graphml,2,9,9,random,-1,-1,-1,-1
3,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,3,3,-1
2,25,56,graphml/AttMpls.graphml,4,9,27,random,-1,-1,-1,-1
1,25,56,graphml/AttMpls.graphml,3,9,18,random,-1,4,4,4
