rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,3,3,3
199,25,56,graphml/AttMpls.graphml,4,7,21,random,-1,-1,-1,-1
198,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,3,3,3
197,25,56,graphml/AttMpls.graphml,3,7,14,random,-1,2,2,2
196,25,56,graphml/AttMpls.graphml,5,7,28,random,-1,-1,-1,-1
195,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,5,9,5
194,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,5,5,5
193,25,56,graphml/AttMpls.graphml,4,7,21,random,-1,-1,-1,-1
192,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,2,2,2
191,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,2,6,2
190,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,2,2,2
189,25,56,graphml/AttMpls.graphml,3,7,14,random,-1,3,3,3
188,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,2,2,2
187,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,3,3,3
186,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,3,3,3
185,25,56,graphml/AttMpls.graphml,4,7,21,random,-1,-1,-1,-1
184,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,3,3,3
183,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,5,4,-1
182,25,56,graphml/AttMpls.graphml,3,7,14,random,-1,3,3,3
181,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,4,3,4
180,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,3,3,3
179,25,56,graphml/AttMpls.graphml,4,7,21,random,-1,7,15,-1
178,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,3,3,3
177,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,4,4,4
176,25,56,graphml/AttMpls.graphml,5,7,28,random,-1,7,4,3
175,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,5,5,5
174,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,2,2,2
173,25,56,graphml/AttMpls.graphml,3,7,14,random,-1,2,2,2
172,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,3,3,3
171,25,56,graphml/AttMpls.graphml,6,7,35,random,-1,11,9,11
170,25,56,graphml/AttMpls.graphml,2,7,7,random,-1,2,3,2
