rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
199,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,9,3,3
198,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,2,2,2
197,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,2,2
196,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,3,3,3
195,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
194,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,4,4,4
193,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,3,3,3
192,25,56,graphml/AttMpls.graphml,6,4,20,random,-1,2,2,2
191,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,3,2
190,25,56,graphml/AttMpls.graphml,5,4,16,random,-1,2,2,2
189,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,4,6,4
188,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,3,2
187,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,2,3,2
186,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,9,3,7
185,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,4,4,4
184,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,2,2
183,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,-1,-1,-1
182,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
181,25,56,graphml/AttMpls.graphml,5,4,16,random,-1,2,4,2
180,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
179,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
178,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
177,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,2,2,2
176,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,2,2
175,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,5,5,9
174,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,3,3,3
173,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,3,3,5
172,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,3,2
171,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
170,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,2,2
169,25,56,graphml/AttMpls.graphml,5,4,16,random,-1,4,-1,4
168,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,4,4,4
167,25,56,graphml/AttMpls.graphml,5,4,16,random,-1,10,2,5
166,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,2,2
165,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,5,5,5
164,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,5,2
163,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,4,4,5
162,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
161,25,56,graphml/AttMpls.graphml,5,4,16,random,-1,2,5,2
160,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,6,3,5
159,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,4,2
158,25,56,graphml/AttMpls.graphml,9,4,32,random,-1,3,3,2
157,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,3,2
156,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
155,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,4,4,4
154,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,2,2,2
153,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,5,8,9
152,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,4,3
151,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,2,3,2
150,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,3,2
149,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,2,2,2
148,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,2,2
147,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,6,-1,6
146,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,2,2
145,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,4,9,4
144,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
143,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,2,2
142,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
141,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,4,4,4
140,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,5,5,5
139,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
138,25,56,graphml/AttMpls.graphml,5,4,16,random,-1,3,3,3
137,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,5,3,4
136,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
135,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,2,2,2
134,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,2,3,2
133,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
132,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,2,2
131,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,3,2
130,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,13,8,5
129,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,8,4,4
128,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,5,8,5
127,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
126,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,4,4,4
125,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,2,2,2
124,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,2,2,2
123,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,3,3,3
122,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,4,4,4
121,25,56,graphml/AttMpls.graphml,5,4,16,random,-1,2,2,2
120,25,56,graphml/AttMpls.graphml,6,4,20,random,-1,2,2,2
119,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,4,4,4
118,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,3,3,3
117,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,6,2
116,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,2,2
115,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,4,7,4
114,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,5,3,3
113,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,4,4,4
112,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,2,2
111,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,2,2
110,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,3,2
109,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,4,3
108,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
107,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,3,2
106,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,3,3,3
105,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,2,2
104,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,4,10,4
103,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
102,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,2,2
101,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,2,2,2
100,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,4,4,4
99,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
98,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
97,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,2,2
96,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,6,11,12
95,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
94,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,3,3,3
93,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,3,2
92,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,4,4,4
91,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,5,3,3
90,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
89,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,3,3,3
88,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,4,4,4
87,25,56,graphml/AttMpls.graphml,5,4,16,random,-1,2,4,2
86,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
85,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,2,3,2
84,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
83,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,4,4,4
82,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
81,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,6,11,6
80,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,4,4,4
79,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,6,13,6
78,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,6,2
77,25,56,graphml/AttMpls.graphml,5,4,16,random,-1,2,2,2
76,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
75,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
74,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,2,2,2
73,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,4,4,4
72,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,2,2,2
71,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
70,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,17,13,16
69,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,5,5,-1
68,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,5,5,5
67,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,5,4,4
66,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,10,6,15
65,25,56,graphml/AttMpls.graphml,5,4,16,random,-1,3,5,3
64,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
63,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,3,2
62,25,56,graphml/AttMpls.graphml,5,4,16,random,-1,2,4,2
61,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,2,2
60,25,56,graphml/AttMpls.graphml,5,4,16,random,-1,3,3,2
59,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
58,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,3,3,3
57,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,4,4,4
56,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,3,2
55,25,56,graphml/AttMpls.graphml,6,4,20,random,-1,2,3,2
54,25,56,graphml/AttMpls.graphml,5,4,16,random,-1,2,4,2
53,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,2,2,2
52,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
51,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,4,5,4
50,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,2,2
49,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
48,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,5,8,5
47,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,2,2
46,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
45,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,3,3,3
44,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,4,4,4
43,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,5,21,5
42,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,2,2
41,25,56,graphml/AttMpls.graphml,5,4,16,random,-1,10,3,4
40,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,4,4,4
39,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
38,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,6,5,6
37,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,6,5,6
36,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
35,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,3,3,3
34,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
33,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,2,3,2
32,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
31,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,4,8,4
30,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,2,3,2
29,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,2,3,2
28,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
27,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,2,2
26,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,5,5,5
25,25,56,graphml/AttMpls.graphml,4,4,12,random,-1,2,2,2
24,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
23,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,4,3
22,25,56,graphml/AttMpls.graphml,2,4,4,random,-1,3,3,3
21,25,56,graphml/AttMpls.graphml,3,4,8,random,-1,3,3,3
