rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,-1,-1,-1
199,25,56,graphml/AttMpls.graphml,4,17,51,random,-1,-1,-1,-1
198,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,3,4,3
197,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,-1,-1,-1
196,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,-1,-1,-1
195,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,-1,-1,-1
194,25,56,graphml/AttMpls.graphml,4,17,51,random,-1,-1,-1,-1
193,25,56,graphml/AttMpls.graphml,3,17,34,random,-1,-1,-1,-1
192,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,5,-1,5
191,25,56,graphml/AttMpls.graphml,3,17,34,random,-1,-1,-1,-1
190,25,56,graphml/AttMpls.graphml,3,17,34,random,-1,4,4,4
189,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,-1,-1,-1
188,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,2,3,2
187,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,2,2,2
186,25,56,graphml/AttMpls.graphml,3,17,34,random,-1,3,3,-1
185,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,5,10,5
184,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,-1,-1,-1
183,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,-1,-1,-1
182,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,4,4,4
181,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,2,2,2
180,25,56,graphml/AttMpls.graphml,4,17,51,random,-1,-1,-1,-1
179,25,56,graphml/AttMpls.graphml,3,17,34,random,-1,-1,-1,-1
178,25,56,graphml/AttMpls.graphml,4,17,51,random,-1,-1,-1,-1
177,25,56,graphml/AttMpls.graphml,3,17,34,random,-1,-1,-1,-1
176,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,3,3,3
175,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,2,2,2
174,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,-1,-1,-1
173,25,56,graphml/AttMpls.graphml,3,17,34,random,-1,-1,-1,-1
172,25,56,graphml/AttMpls.graphml,3,17,34,random,-1,4,4,4
171,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,-1,-1,-1
170,25,56,graphml/AttMpls.graphml,3,17,34,random,-1,-1,-1,-1
169,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,4,4,4
168,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,2,3,2
167,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,3,3,3
166,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,2,2,2
165,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,-1,-1,-1
164,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,4,4,-1
163,25,56,graphml/AttMpls.graphml,2,17,17,random,-1,4,-1,4
