rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,3,3,3
199,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,4,4,4
198,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,3,3,3
197,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,2,2,2
196,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,2,3,2
195,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,3,3,3
194,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,2,2,2
193,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,4,4,4
192,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,3,3,3
191,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,3,3,3
190,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,2,2,2
189,25,56,graphml/AttMpls.graphml,5,1,4,random,-1,2,2,2
188,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,2,3,2
187,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,2,3,2
186,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,2,3,2
185,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,3,3,3
184,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,3,3,3
183,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,4,4,4
182,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,2,3,2
181,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,3,3,3
180,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,4,3,4
179,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,2,2,2
178,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,2,3,2
177,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,3,3,3
176,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,2,2,2
175,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,2,2,2
174,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,2,4,2
173,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,3,3,3
172,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,3,3,3
171,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,3,3,3
170,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,3,7,3
169,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,3,3,3
168,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,3,3,3
167,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,2,3,2
166,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,3,4,3
165,25,56,graphml/AttMpls.graphml,5,1,4,random,-1,2,2,2
164,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,3,3,3
163,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,2,2,2
162,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,5,5,5
161,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,2,2,2
160,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,5,5,5
159,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,2,3,2
158,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,4,4,4
157,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,3,3,3
156,25,56,graphml/AttMpls.graphml,5,1,4,random,-1,3,3,3
155,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,2,3,2
154,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,2,2,2
153,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,4,4,4
152,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,2,2,2
151,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,3,3,3
150,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,2,3,2
149,25,56,graphml/AttMpls.graphml,7,1,6,random,-1,2,4,2
148,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,2,6,2
147,25,56,graphml/AttMpls.graphml,5,1,4,random,-1,3,3,3
146,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,2,2,2
145,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,3,3,3
144,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,4,8,6
143,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,4,4,4
142,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,2,2,2
141,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,2,2,2
140,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,3,3,3
139,25,56,graphml/AttMpls.graphml,5,1,4,random,-1,2,2,2
138,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,2,2,2
137,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,5,5,5
136,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,3,3,3
135,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,3,3,3
134,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,3,3,3
133,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,2,3,2
132,25,56,graphml/AttMpls.graphml,5,1,4,random,-1,2,2,2
131,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,3,3,3
130,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,3,3,3
129,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,3,3,3
128,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,2,2,2
127,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,2,2,2
126,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,3,4,3
125,25,56,graphml/AttMpls.graphml,3,1,2,random,-1,2,2,2
124,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,4,4,4
123,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,3,3,3
122,25,56,graphml/AttMpls.graphml,4,1,3,random,-1,2,2,2
121,25,56,graphml/AttMpls.graphml,2,1,1,random,-1,3,3,3
120,25,56,graphml/AttMpls.graphml,5,1,4,random,-1,2,4,2
