rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,93,103,graphml/Oteglobe.graphml,3,25,50,random,-1,-1,-1,-1
199,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,4,4,4
198,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
197,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
196,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,2,2,2
195,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
194,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,10,10,10
193,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
192,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,8,8,8
191,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,9,9,9
190,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
189,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,12,12,12
188,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,8,8,8
187,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
186,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
185,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
184,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
183,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
182,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
181,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,7,7,7
180,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
179,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,6,6,6
178,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,10,10,10
177,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,6,6,6
176,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,11,11,11
175,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,11,11,11
174,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,3,3,3
173,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,4,4,4
172,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
171,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,11,11,11
170,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,6,6,6
169,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
168,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,7,7,7
167,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,4,4,4
166,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
165,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
164,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
163,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,12,12,12
162,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,9,9,9
161,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,5,5,5
160,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,8,8,8
159,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,5,10,5
158,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
157,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
156,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
155,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,10,10,10
154,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,8,8,10
153,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,3,3,3
152,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,6,6,6
151,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
150,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,6,6,6
149,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
148,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,7,7,7
147,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
146,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,7,7,7
145,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
144,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,5,5,5
143,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,13,13,13
142,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,8,8,8
141,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,7,7,7
140,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,2,2,2
139,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,8,9,-1
138,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
137,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
136,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
135,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,4,4,4
134,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,7,7,7
133,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,4,4,4
132,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,5,5,5
131,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,8,8,8
130,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
129,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,67,-1,67
128,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
127,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
126,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
125,93,103,graphml/Oteglobe.graphml,3,25,50,random,-1,-1,-1,-1
124,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
123,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,4,4,4
122,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,7,7,7
121,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
120,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,5,5,5
119,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
118,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,2,2,2
117,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,4,4,4
116,93,103,graphml/Oteglobe.graphml,3,25,50,random,-1,-1,-1,-1
115,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
114,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,8,8,8
113,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,7,7,7
112,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
111,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,9,9,9
110,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,4,4,4
109,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,6,6,6
108,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,4,4,4
107,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,12,12,12
106,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
105,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,9,9,9
104,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,8,8,8
103,93,103,graphml/Oteglobe.graphml,3,25,50,random,-1,-1,-1,-1
102,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
101,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,7,7,7
100,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,6,6,6
99,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
98,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,12,12,12
97,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,4,4,4
96,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
95,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
94,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
93,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,7,7,7
92,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
91,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,4,4,4
90,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,5,5,5
89,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,3,3,3
88,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
87,93,103,graphml/Oteglobe.graphml,2,25,25,random,-1,-1,-1,-1
86,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,6,6,6
85,93,103,graphml/Oteglobe.graphml,1,25,0,random,-1,12,12,12
