rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,93,103,graphml/Oteglobe.graphml,1,10,0,random,-1,11,11,11
199,93,103,graphml/Oteglobe.graphml,2,10,10,random,-1,8,8,8
198,93,103,graphml/Oteglobe.graphml,2,10,10,random,-1,3,3,3
197,93,103,graphml/Oteglobe.graphml,2,10,10,random,-1,15,18,-1
196,93,103,graphml/Oteglobe.graphml,1,10,0,random,-1,10,10,10
195,93,103,graphml/Oteglobe.graphml,1,10,0,random,-1,11,11,11
194,93,103,graphml/Oteglobe.graphml,1,10,0,random,-1,10,10,10
193,93,103,graphml/Oteglobe.graphml,2,10,10,random,-1,-1,-1,-1
192,93,103,graphml/Oteglobe.graphml,1,10,0,random,-1,10,10,10
191,93,103,graphml/Oteglobe.graphml,2,10,10,random,-1,11,12,11
190,93,103,graphml/Oteglobe.graphml,2,10,10,random,-1,12,16,12
189,93,103,graphml/Oteglobe.graphml,1,10,0,random,-1,5,5,5
188,93,103,graphml/Oteglobe.graphml,1,10,0,random,-1,2,2,2
187,93,103,graphml/Oteglobe.graphml,1,10,0,random,-1,5,5,5
186,93,103,graphml/Oteglobe.graphml,1,10,0,random,-1,4,4,4
185,93,103,graphml/Oteglobe.graphml,1,10,0,random,-1,3,3,3
184,93,103,graphml/Oteglobe.graphml,1,10,0,random,-1,5,5,5
183,93,103,graphml/Oteglobe.graphml,1,10,0,random,-1,9,9,9
182,93,103,graphml/Oteglobe.graphml,1,10,0,random,-1,8,8,8
181,93,103,graphml/Oteglobe.graphml,2,10,10,random,-1,2,2,2
180,93,103,graphml/Oteglobe.graphml,2,10,10,random,-1,6,6,6
179,93,103,graphml/Oteglobe.graphml,2,10,10,random,-1,40,-1,-1
178,93,103,graphml/Oteglobe.graphml,2,10,10,random,-1,12,30,26
177,93,103,graphml/Oteglobe.graphml,2,10,10,random,-1,-1,-1,-1
176,93,103,graphml/Oteglobe.graphml,1,10,0,random,-1,8,8,8
175,93,103,graphml/Oteglobe.graphml,2,10,10,random,-1,110,36,108
174,93,103,graphml/Oteglobe.graphml,1,10,0,random,-1,8,8,8
173,93,103,graphml/Oteglobe.graphml,2,10,10,random,-1,10,10,10
172,93,103,graphml/Oteglobe.graphml,3,10,20,random,-1,-1,-1,-1
171,93,103,graphml/Oteglobe.graphml,2,10,10,random,-1,4,4,4
170,93,103,graphml/Oteglobe.graphml,1,10,0,random,-1,9,9,9
169,93,103,graphml/Oteglobe.graphml,3,10,20,random,-1,-1,-1,-1
