rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,14,28,14
199,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,16,16,16
198,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,-1,-1,-1
197,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,3,3,3
196,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,5,5,5
195,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,-1,-1,-1
194,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,9,9,9
193,93,103,graphml/Oteglobe.graphml,1,7,0,random,-1,5,5,5
192,93,103,graphml/Oteglobe.graphml,1,7,0,random,-1,4,4,4
191,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,12,16,12
190,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,6,6,6
189,93,103,graphml/Oteglobe.graphml,1,7,0,random,-1,8,8,8
188,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,4,6,4
187,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,8,8,8
186,93,103,graphml/Oteglobe.graphml,1,7,0,random,-1,4,4,4
185,93,103,graphml/Oteglobe.graphml,3,7,14,random,-1,2,2,2
184,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,3,5,3
183,93,103,graphml/Oteglobe.graphml,1,7,0,random,-1,11,11,11
182,93,103,graphml/Oteglobe.graphml,1,7,0,random,-1,8,8,8
181,93,103,graphml/Oteglobe.graphml,1,7,0,random,-1,10,10,10
180,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,2,2,2
179,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,2,2,2
178,93,103,graphml/Oteglobe.graphml,1,7,0,random,-1,7,7,7
177,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,10,17,10
176,93,103,graphml/Oteglobe.graphml,1,7,0,random,-1,13,13,13
175,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,7,7,7
174,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,8,-1,8
173,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,-1,-1,-1
172,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,8,8,8
171,93,103,graphml/Oteglobe.graphml,1,7,0,random,-1,4,4,4
170,93,103,graphml/Oteglobe.graphml,1,7,0,random,-1,10,10,10
169,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,8,8,8
168,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,5,5,5
167,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,5,5,5
166,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,7,16,7
165,93,103,graphml/Oteglobe.graphml,2,7,7,random,-1,60,-1,-1
164,93,103,graphml/Oteglobe.graphml,1,7,0,random,-1,5,5,5
