rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,5,5,5
199,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
198,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,12,12,12
197,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,6,6,6
196,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,11,11,11
195,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,5,5,5
194,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
193,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
192,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,4,4,4
191,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,14,14,42
190,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
189,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,5,5,5
188,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,2,2,2
187,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
186,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,3,10,3
185,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,8,8,8
184,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,6,-1,6
183,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,4,4,4
182,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,13,-1,13
181,93,103,graphml/Oteglobe.graphml,3,20,40,random,-1,-1,-1,-1
180,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,8,8,8
179,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,18,18,-1
178,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
177,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,6,6,6
176,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
175,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,4,4,4
174,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,6,6,6
173,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
172,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,11,11,11
171,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,8,8,8
170,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,7,7,7
169,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,3,3,3
168,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,3,3,3
167,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,5,5,5
166,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,8,8,8
165,93,103,graphml/Oteglobe.graphml,3,20,40,random,-1,-1,-1,-1
164,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,9,9,9
163,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,14,14,14
162,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,26,-1,24
161,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,9,9,9
160,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,10,-1,10
159,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,6,6,6
158,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,7,7,7
157,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,9,9,9
156,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,6,6,6
155,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,3,3,3
154,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,4,4,4
153,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,9,-1,9
152,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,6,6,6
151,93,103,graphml/Oteglobe.graphml,3,20,40,random,-1,-1,-1,-1
150,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,3,3,3
149,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,7,7,7
148,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
147,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,3,3,3
146,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,4,4,4
145,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
144,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
143,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,10,10,10
142,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,6,6,6
141,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
140,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,8,8,8
139,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,13,9,9
138,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,7,7,7
137,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,3,3,3
136,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
135,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
134,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
133,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
132,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,7,7,7
131,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,22,-1,20
130,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,8,8,8
129,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,6,6,6
128,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,16,16,16
127,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,8,8,8
126,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
125,93,103,graphml/Oteglobe.graphml,3,20,40,random,-1,-1,-1,-1
124,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,15,-1,15
123,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,5,5,5
122,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
121,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,12,12,12
120,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
119,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,6,6,6
118,93,103,graphml/Oteglobe.graphml,3,20,40,random,-1,2,2,2
117,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
116,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,7,7,7
115,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
114,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,5,5,5
113,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,8,-1,8
112,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,8,8,8
111,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
110,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,10,10,10
109,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,6,6,6
108,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
107,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
106,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,5,5,5
105,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,6,6,6
104,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,2,2,2
103,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,15,-1,15
102,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
101,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,10,10,10
100,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,4,4,4
99,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
98,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
97,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,4,4,4
96,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
95,93,103,graphml/Oteglobe.graphml,1,20,0,random,-1,6,6,6
94,93,103,graphml/Oteglobe.graphml,2,20,20,random,-1,-1,-1,-1
