rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,3,3,3
199,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,8,8,8
198,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,3,3,3
197,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,4,4,4
196,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,10,10,10
195,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,10,10,10
194,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,9,9,9
193,93,103,graphml/Oteglobe.graphml,3,16,32,random,-1,-1,-1,-1
192,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,7,7,7
191,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,9,9,9
190,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,8,8,8
189,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,-1,-1,-1
188,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,9,9,9
187,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,6,6,6
186,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,2,2,2
185,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,12,12,12
184,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,14,14,14
183,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,34,8,8
182,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,12,12,12
181,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,-1,-1,-1
180,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,4,4,4
179,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,7,7,7
178,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,9,9,9
177,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,2,2,2
176,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,-1,-1,-1
175,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,4,4,4
174,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,7,7,7
173,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,-1,-1,-1
172,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,3,3,3
171,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,22,22,22
170,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,10,10,10
169,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,-1,-1,-1
168,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,-1,-1,-1
167,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,14,14,14
166,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,2,2,2
165,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,6,6,6
164,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,4,4,4
163,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,8,8,8
162,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,2,2,2
161,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,5,5,5
160,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,10,-1,10
159,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,8,8,8
158,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,8,8,8
157,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,11,11,11
156,93,103,graphml/Oteglobe.graphml,2,16,16,random,-1,6,6,6
155,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,9,9,9
154,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,12,12,12
153,93,103,graphml/Oteglobe.graphml,1,16,0,random,-1,7,7,7
152,93,103,graphml/Oteglobe.graphml,3,16,32,random,-1,-1,-1,-1
