rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,7,7,7
199,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,8,8,8
198,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,13,13,13
197,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,9,9,9
196,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,9,18,9
195,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
194,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,3,3,3
193,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,5,5,5
192,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,11,11,11
191,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,5,6,5
190,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,2,2,2
189,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,8,8,8
188,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,6,6,6
187,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,5,5,5
186,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,8,8,8
185,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,6,6,6
184,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,7,7,7
183,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,11,11,11
182,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,5,5,5
181,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,8,8,8
180,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,9,9,9
179,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,12,12,12
178,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,4,4,4
177,93,103,graphml/Oteglobe.graphml,3,14,28,random,-1,9,-1,9
176,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
175,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,6,-1,6
174,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,9,9,9
173,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,10,10,10
172,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
171,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,6,6,6
170,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,8,-1,14
169,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,4,4,4
168,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,5,5,5
167,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,4,4,4
166,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,8,8,8
165,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,7,7,7
164,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
163,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,5,5,5
162,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,5,5,5
161,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,8,8,8
160,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,4,4,4
159,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,7,7,7
158,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,10,10,10
157,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,2,2,2
156,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,4,4,4
155,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
154,93,103,graphml/Oteglobe.graphml,3,14,28,random,-1,-1,-1,-1
153,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,12,-1,12
152,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,8,8,8
151,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,9,9,9
150,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,2,2,2
149,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,5,5,5
148,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,4,4,4
147,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
146,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,4,6,4
145,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,5,5,5
144,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,3,3,3
143,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,9,9,9
142,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
141,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,7,7,7
140,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,10,10,10
139,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,3,3,3
138,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,12,12,12
137,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,2,9,2
136,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
135,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,3,3,3
134,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,6,6,6
133,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,3,3,3
132,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
131,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,3,3,3
130,93,103,graphml/Oteglobe.graphml,3,14,28,random,-1,-1,-1,-1
129,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,11,11,11
128,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,8,8,8
127,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,19,-1,19
126,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,10,10,10
125,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
124,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
123,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,9,9,9
122,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
121,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,9,9,9
120,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,5,5,5
119,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,4,4,4
118,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,5,5,5
117,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,10,10,10
116,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,6,6,6
115,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,5,5,5
114,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,7,7,7
113,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,10,10,10
112,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
111,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
110,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,19,12,19
109,93,103,graphml/Oteglobe.graphml,3,14,28,random,-1,3,3,3
108,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,4,4,4
107,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,7,7,7
106,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,8,8,8
105,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,5,5,5
104,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,6,6,6
103,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,5,5,5
102,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,4,4,4
101,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
100,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,6,6,6
99,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
98,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,4,4,4
97,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
96,93,103,graphml/Oteglobe.graphml,3,14,28,random,-1,-1,-1,-1
95,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,2,4,2
94,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
93,93,103,graphml/Oteglobe.graphml,3,14,28,random,-1,-1,-1,-1
92,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,5,-1,5
91,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,8,8,8
90,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,6,6,6
89,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,4,4,4
88,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
87,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,17,9,15
86,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,8,8,8
85,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,8,8,8
84,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,9,9,9
83,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,10,10,10
82,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,5,5,5
81,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
80,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,9,9,9
79,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,11,11,11
78,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,9,9,9
77,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,7,7,7
76,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
75,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,5,5,5
74,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,11,11,11
73,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,6,6,6
72,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,8,8,8
71,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,4,4,4
70,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,6,6,6
69,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,5,5,5
68,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,11,11,11
67,93,103,graphml/Oteglobe.graphml,3,14,28,random,-1,2,2,2
66,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,3,3,3
65,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,8,8,8
64,93,103,graphml/Oteglobe.graphml,1,14,0,random,-1,2,2,2
63,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,5,5,5
62,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
61,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,51,23,51
60,93,103,graphml/Oteglobe.graphml,2,14,14,random,-1,-1,-1,-1
