rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,4,4,4
199,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,12,12,12
198,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,6,6,6
197,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,5,5,5
196,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
195,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,10,10,10
194,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,4,4,4
193,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,10,10,10
192,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,5,5,5
191,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,8,8,8
190,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,3,3,3
189,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,10,10,10
188,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,4,4,4
187,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,11,21,11
186,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,7,7,7
185,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,4,4,4
184,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,9,9,9
183,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,8,8,8
182,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
181,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
180,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,10,10,10
179,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,8,8,8
178,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,7,7,7
177,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
176,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
175,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,9,9,9
174,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,7,7,7
173,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
172,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
171,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
170,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,2,2,2
169,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,6,6,6
168,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
167,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
166,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,6,6,6
165,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,6,6,6
164,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,6,6,6
163,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,5,5,5
162,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,9,9,9
161,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,8,8,8
160,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
159,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,9,9,9
158,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,4,4,4
157,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,11,11,11
156,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
155,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,8,8,8
154,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,4,4,4
153,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
152,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,51,-1,51
151,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,7,7,7
150,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,37,13,37
149,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,7,7,7
148,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,11,11,11
147,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,2,2,2
146,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,6,6,6
145,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
144,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,5,5,5
143,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,2,2,2
142,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,3,3,3
141,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
140,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,10,22,10
139,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,6,6,6
138,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
137,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,10,10,10
136,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,4,4,4
135,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
134,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,4,4,4
133,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
132,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,4,4,4
131,93,103,graphml/Oteglobe.graphml,2,19,19,random,-1,-1,-1,-1
130,93,103,graphml/Oteglobe.graphml,1,19,0,random,-1,9,9,9
