rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.3;-0.3,3,3,3
199,25,56,graphml/AttMpls.graphml,4,,1,clustered,0.3;-0.3,2,2,2
198,25,56,graphml/AttMpls.graphml,4,,1,clustered,0.3;-0.3,3,3,3
197,25,56,graphml/AttMpls.graphml,4,,1,clustered,0.3;-0.3,6,6,5
196,25,56,graphml/AttMpls.graphml,5,,1,clustered,0.3;-0.3,2,2,2
195,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.3;-0.3,3,3,3
194,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.3;-0.3,3,3,3
193,25,56,graphml/AttMpls.graphml,4,,1,clustered,0.3;-0.3,2,6,2
192,25,56,graphml/AttMpls.graphml,4,,1,clustered,0.3;-0.3,2,2,2
191,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.3;-0.3,4,4,4
190,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.3;-0.3,2,3,2
189,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.3;-0.3,3,3,3
188,25,56,graphml/AttMpls.graphml,4,,2,clustered,0.3;-0.3,2,4,2
187,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.3;-0.3,4,4,4
186,25,56,graphml/AttMpls.graphml,3,,2,clustered,0.3;-0.3,2,3,2
185,25,56,graphml/AttMpls.graphml,3,,3,clustered,0.3;-0.3,2,2,2
184,25,56,graphml/AttMpls.graphml,4,,1,clustered,0.3;-0.3,2,3,2
183,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.3;-0.3,3,4,3
182,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.3;-0.3,3,3,3
181,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.3;-0.3,3,3,3
180,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.3;-0.3,2,2,2
179,25,56,graphml/AttMpls.graphml,6,,1,clustered,0.3;-0.3,2,3,2
178,25,56,graphml/AttMpls.graphml,4,,1,clustered,0.3;-0.3,2,2,2
177,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.3;-0.3,5,5,5
176,25,56,graphml/AttMpls.graphml,3,,2,clustered,0.3;-0.3,3,3,3
175,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.3;-0.3,2,2,2
174,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.3;-0.3,2,2,2
173,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.3;-0.3,5,5,5
172,25,56,graphml/AttMpls.graphml,4,,1,clustered,0.3;-0.3,3,2,3
171,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.3;-0.3,3,3,3
170,25,56,graphml/AttMpls.graphml,4,,1,clustered,0.3;-0.3,4,3,4
169,25,56,graphml/AttMpls.graphml,4,,1,clustered,0.3;-0.3,3,3,3
168,25,56,graphml/AttMpls.graphml,3,,2,clustered,0.3;-0.3,2,3,2
