rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,25,56,graphml/AttMpls.graphml,3,,13,clustered,0.7;-0.3,19,16,-1
199,25,56,graphml/AttMpls.graphml,4,,29,clustered,0.7;-0.3,-1,-1,-1
198,25,56,graphml/AttMpls.graphml,3,,18,clustered,0.7;-0.3,4,4,4
197,25,56,graphml/AttMpls.graphml,5,,21,clustered,0.7;-0.3,-1,-1,-1
196,25,56,graphml/AttMpls.graphml,2,,8,clustered,0.7;-0.3,-1,-1,-1
195,25,56,graphml/AttMpls.graphml,3,,36,clustered,0.7;-0.3,-1,-1,-1
194,25,56,graphml/AttMpls.graphml,3,,9,clustered,0.7;-0.3,5,-1,5
193,25,56,graphml/AttMpls.graphml,2,,9,clustered,0.7;-0.3,-1,-1,-1
192,25,56,graphml/AttMpls.graphml,5,,17,clustered,0.7;-0.3,-1,-1,-1
191,25,56,graphml/AttMpls.graphml,2,,11,clustered,0.7;-0.3,-1,-1,-1
190,25,56,graphml/AttMpls.graphml,2,,10,clustered,0.7;-0.3,5,5,5
189,25,56,graphml/AttMpls.graphml,5,,19,clustered,0.7;-0.3,-1,-1,-1
188,25,56,graphml/AttMpls.graphml,3,,14,clustered,0.7;-0.3,-1,-1,-1
187,25,56,graphml/AttMpls.graphml,2,,8,clustered,0.7;-0.3,-1,-1,-1
186,25,56,graphml/AttMpls.graphml,3,,26,clustered,0.7;-0.3,-1,-1,-1
185,25,56,graphml/AttMpls.graphml,3,,15,clustered,0.7;-0.3,-1,-1,-1
184,25,56,graphml/AttMpls.graphml,2,,10,clustered,0.7;-0.3,-1,-1,-1
183,25,56,graphml/AttMpls.graphml,3,,16,clustered,0.7;-0.3,-1,-1,-1
182,25,56,graphml/AttMpls.graphml,3,,10,clustered,0.7;-0.3,-1,-1,-1
181,25,56,graphml/AttMpls.graphml,3,,8,clustered,0.7;-0.3,-1,-1,-1
180,25,56,graphml/AttMpls.graphml,2,,6,clustered,0.7;-0.3,-1,-1,-1
179,25,56,graphml/AttMpls.graphml,3,,31,clustered,0.7;-0.3,11,11,11
178,25,56,graphml/AttMpls.graphml,4,,27,clustered,0.7;-0.3,44,8,-1
177,25,56,graphml/AttMpls.graphml,2,,19,clustered,0.7;-0.3,8,-1,10
