rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,25,56,graphml/AttMpls.graphml,3,,2,clustered,0.4;-0.3,4,9,4
199,25,56,graphml/AttMpls.graphml,3,,2,clustered,0.4;-0.3,6,3,6
198,25,56,graphml/AttMpls.graphml,2,,6,clustered,0.4;-0.3,6,13,6
197,25,56,graphml/AttMpls.graphml,3,,2,clustered,0.4;-0.3,3,3,3
196,25,56,graphml/AttMpls.graphml,5,,6,clustered,0.4;-0.3,3,3,3
195,25,56,graphml/AttMpls.graphml,2,,1,clustered,0.4;-0.3,3,3,3
194,25,56,graphml/AttMpls.graphml,4,,7,clustered,0.4;-0.3,2,2,2
193,25,56,graphml/AttMpls.graphml,2,,5,clustered,0.4;-0.3,3,3,3
192,25,56,graphml/AttMpls.graphml,3,,2,clustered,0.4;-0.3,6,3,6
191,25,56,graphml/AttMpls.graphml,2,,7,clustered,0.4;-0.3,5,2,5
190,25,56,graphml/AttMpls.graphml,3,,3,clustered,0.4;-0.3,4,7,4
189,25,56,graphml/AttMpls.graphml,3,,2,clustered,0.4;-0.3,6,16,8
188,25,56,graphml/AttMpls.graphml,3,,3,clustered,0.4;-0.3,2,3,2
187,25,56,graphml/AttMpls.graphml,3,,5,clustered,0.4;-0.3,3,3,10
186,25,56,graphml/AttMpls.graphml,4,,2,clustered,0.4;-0.3,2,6,2
185,25,56,graphml/AttMpls.graphml,2,,2,clustered,0.4;-0.3,3,10,3
184,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.4;-0.3,3,3,3
183,25,56,graphml/AttMpls.graphml,3,,2,clustered,0.4;-0.3,2,2,2
182,25,56,graphml/AttMpls.graphml,2,,4,clustered,0.4;-0.3,3,3,3
181,25,56,graphml/AttMpls.graphml,3,,2,clustered,0.4;-0.3,4,4,4
180,25,56,graphml/AttMpls.graphml,2,,1,clustered,0.4;-0.3,2,3,2
179,25,56,graphml/AttMpls.graphml,2,,7,clustered,0.4;-0.3,3,3,3
178,25,56,graphml/AttMpls.graphml,4,,2,clustered,0.4;-0.3,4,7,4
177,25,56,graphml/AttMpls.graphml,3,,3,clustered,0.4;-0.3,2,3,2
176,25,56,graphml/AttMpls.graphml,2,,1,clustered,0.4;-0.3,3,3,3
175,25,56,graphml/AttMpls.graphml,2,,6,clustered,0.4;-0.3,3,3,3
174,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.4;-0.3,4,4,4
173,25,56,graphml/AttMpls.graphml,3,,5,clustered,0.4;-0.3,2,2,2
172,25,56,graphml/AttMpls.graphml,4,,2,clustered,0.4;-0.3,4,4,4
171,25,56,graphml/AttMpls.graphml,2,,3,clustered,0.4;-0.3,2,2,2
170,25,56,graphml/AttMpls.graphml,2,,1,clustered,0.4;-0.3,3,3,3
169,25,56,graphml/AttMpls.graphml,3,,6,clustered,0.4;-0.3,4,4,4
168,25,56,graphml/AttMpls.graphml,2,,1,clustered,0.4;-0.3,4,4,4
167,25,56,graphml/AttMpls.graphml,2,,1,clustered,0.4;-0.3,2,2,2
166,25,56,graphml/AttMpls.graphml,4,,2,clustered,0.4;-0.3,2,3,2
165,25,56,graphml/AttMpls.graphml,3,,2,clustered,0.4;-0.3,4,4,4
164,25,56,graphml/AttMpls.graphml,3,,2,clustered,0.4;-0.3,4,9,4
163,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.4;-0.3,3,3,3
162,25,56,graphml/AttMpls.graphml,4,,3,clustered,0.4;-0.3,3,3,3
161,25,56,graphml/AttMpls.graphml,4,,4,clustered,0.4;-0.3,2,2,2
160,25,56,graphml/AttMpls.graphml,2,,1,clustered,0.4;-0.3,4,4,4
159,25,56,graphml/AttMpls.graphml,3,,2,clustered,0.4;-0.3,2,7,2
158,25,56,graphml/AttMpls.graphml,3,,2,clustered,0.4;-0.3,2,3,2
157,25,56,graphml/AttMpls.graphml,5,,5,clustered,0.4;-0.3,2,4,2
156,25,56,graphml/AttMpls.graphml,2,,3,clustered,0.4;-0.3,-1,-1,-1
155,25,56,graphml/AttMpls.graphml,2,,1,clustered,0.4;-0.3,3,3,3
154,25,56,graphml/AttMpls.graphml,4,,2,clustered,0.4;-0.3,3,3,3
153,25,56,graphml/AttMpls.graphml,4,,5,clustered,0.4;-0.3,2,2,2
152,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.4;-0.3,4,4,4
