rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.1;-0.3,3,3,3
199,25,56,graphml/AttMpls.graphml,4,,0,clustered,0.1;-0.3,2,2,2
198,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.1;-0.3,2,2,2
197,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.1;-0.3,3,3,3
196,25,56,graphml/AttMpls.graphml,4,,0,clustered,0.1;-0.3,4,4,4
195,25,56,graphml/AttMpls.graphml,4,,0,clustered,0.1;-0.3,2,3,2
194,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.1;-0.3,2,3,2
193,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.1;-0.3,2,3,2
192,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.1;-0.3,3,4,3
191,25,56,graphml/AttMpls.graphml,4,,0,clustered,0.1;-0.3,2,3,2
190,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.1;-0.3,4,5,4
189,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.1;-0.3,3,3,3
188,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.1;-0.3,3,3,3
187,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.1;-0.3,2,3,2
186,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.1;-0.3,3,3,3
185,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.1;-0.3,4,4,4
184,25,56,graphml/AttMpls.graphml,4,,0,clustered,0.1;-0.3,2,2,2
183,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.1;-0.3,2,2,2
182,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.1;-0.3,2,3,2
181,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.1;-0.3,2,2,2
180,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.1;-0.3,3,3,3
179,25,56,graphml/AttMpls.graphml,5,,0,clustered,0.1;-0.3,2,2,2
178,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.1;-0.3,2,3,2
177,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.1;-0.3,3,3,3
176,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.1;-0.3,3,3,3
175,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.1;-0.3,3,3,3
174,25,56,graphml/AttMpls.graphml,3,,1,clustered,0.1;-0.3,2,2,2
173,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.1;-0.3,4,4,4
172,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.1;-0.3,3,3,3
171,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.1;-0.3,2,3,2
170,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.1;-0.3,2,3,2
169,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.1;-0.3,3,3,3
168,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.1;-0.3,2,2,2
167,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.1;-0.3,3,3,3
166,25,56,graphml/AttMpls.graphml,4,,0,clustered,0.1;-0.3,2,3,2
