rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.2;-0.3,5,5,5
199,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.2;-0.3,2,3,2
198,25,56,graphml/AttMpls.graphml,4,,1,clustered,0.2;-0.3,2,2,2
197,25,56,graphml/AttMpls.graphml,2,,1,clustered,0.2;-0.3,3,3,3
196,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.2;-0.3,3,4,3
195,25,56,graphml/AttMpls.graphml,2,,1,clustered,0.2;-0.3,2,2,2
194,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.2;-0.3,4,4,4
193,25,56,graphml/AttMpls.graphml,4,,1,clustered,0.2;-0.3,2,2,2
192,25,56,graphml/AttMpls.graphml,2,,1,clustered,0.2;-0.3,2,2,2
191,25,56,graphml/AttMpls.graphml,4,,0,clustered,0.2;-0.3,3,3,3
190,25,56,graphml/AttMpls.graphml,2,,1,clustered,0.2;-0.3,2,3,2
189,25,56,graphml/AttMpls.graphml,5,,1,clustered,0.2;-0.3,2,2,2
188,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.2;-0.3,3,3,3
187,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.2;-0.3,3,3,3
186,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.2;-0.3,2,2,2
185,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.2;-0.3,2,3,2
184,25,56,graphml/AttMpls.graphml,4,,1,clustered,0.2;-0.3,2,2,2
183,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.2;-0.3,2,2,2
182,25,56,graphml/AttMpls.graphml,4,,0,clustered,0.2;-0.3,2,2,2
181,25,56,graphml/AttMpls.graphml,3,,1,clustered,0.2;-0.3,2,3,2
180,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.2;-0.3,3,3,3
179,25,56,graphml/AttMpls.graphml,4,,1,clustered,0.2;-0.3,3,6,3
178,25,56,graphml/AttMpls.graphml,2,,1,clustered,0.2;-0.3,3,3,3
177,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.2;-0.3,3,3,3
176,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.2;-0.3,3,3,3
175,25,56,graphml/AttMpls.graphml,4,,0,clustered,0.2;-0.3,3,3,3
174,25,56,graphml/AttMpls.graphml,4,,0,clustered,0.2;-0.3,3,3,3
173,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.2;-0.3,4,4,4
172,25,56,graphml/AttMpls.graphml,5,,1,clustered,0.2;-0.3,3,2,3
171,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.2;-0.3,3,3,3
170,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.2;-0.3,3,3,3
169,25,56,graphml/AttMpls.graphml,4,,0,clustered,0.2;-0.3,4,4,4
168,25,56,graphml/AttMpls.graphml,4,,0,clustered,0.2;-0.3,2,2,2
167,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.2;-0.3,3,3,3
166,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.2;-0.3,4,4,4
165,25,56,graphml/AttMpls.graphml,2,,1,clustered,0.2;-0.3,4,4,4
164,25,56,graphml/AttMpls.graphml,4,,0,clustered,0.2;-0.3,2,3,2
163,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.2;-0.3,5,5,5
162,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.2;-0.3,2,2,2
161,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.2;-0.3,3,3,3
160,25,56,graphml/AttMpls.graphml,2,,0,clustered,0.2;-0.3,3,3,3
159,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.2;-0.3,3,3,3
158,25,56,graphml/AttMpls.graphml,2,,1,clustered,0.2;-0.3,3,3,3
157,25,56,graphml/AttMpls.graphml,3,,1,clustered,0.2;-0.3,2,3,2
156,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.2;-0.3,3,3,3
155,25,56,graphml/AttMpls.graphml,2,,1,clustered,0.2;-0.3,3,3,3
154,25,56,graphml/AttMpls.graphml,4,,0,clustered,0.2;-0.3,3,3,3
153,25,56,graphml/AttMpls.graphml,4,,0,clustered,0.2;-0.3,2,3,2
152,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.2;-0.3,3,3,3
151,25,56,graphml/AttMpls.graphml,3,,0,clustered,0.2;-0.3,3,4,3
