rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,93,103,graphml/Oteglobe.graphml,2,,6,clustered,0.7;-0.3,-1,-1,-1
199,93,103,graphml/Oteglobe.graphml,2,,13,clustered,0.7;-0.3,43,-1,-1
198,93,103,graphml/Oteglobe.graphml,1,,6,clustered,0.7;-0.3,7,-1,7
197,93,103,graphml/Oteglobe.graphml,2,,3,clustered,0.7;-0.3,-1,-1,-1
196,93,103,graphml/Oteglobe.graphml,2,,3,clustered,0.7;-0.3,-1,-1,-1
195,93,103,graphml/Oteglobe.graphml,2,,4,clustered,0.7;-0.3,-1,-1,-1
194,93,103,graphml/Oteglobe.graphml,3,,7,clustered,0.7;-0.3,-1,-1,-1
193,93,103,graphml/Oteglobe.graphml,1,,3,clustered,0.7;-0.3,7,7,7
192,93,103,graphml/Oteglobe.graphml,2,,3,clustered,0.7;-0.3,-1,-1,-1
191,93,103,graphml/Oteglobe.graphml,2,,4,clustered,0.7;-0.3,-1,-1,-1
190,93,103,graphml/Oteglobe.graphml,1,,1,clustered,0.7;-0.3,-1,-1,-1
189,93,103,graphml/Oteglobe.graphml,2,,6,clustered,0.7;-0.3,-1,-1,-1
188,93,103,graphml/Oteglobe.graphml,2,,8,clustered,0.7;-0.3,-1,-1,-1
187,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.7;-0.3,7,7,7
186,93,103,graphml/Oteglobe.graphml,1,,4,clustered,0.7;-0.3,-1,-1,-1
185,93,103,graphml/Oteglobe.graphml,1,,1,clustered,0.7;-0.3,-1,-1,-1
184,93,103,graphml/Oteglobe.graphml,2,,7,clustered,0.7;-0.3,-1,-1,-1
183,93,103,graphml/Oteglobe.graphml,2,,4,clustered,0.7;-0.3,-1,-1,-1
182,93,103,graphml/Oteglobe.graphml,1,,2,clustered,0.7;-0.3,7,7,7
181,93,103,graphml/Oteglobe.graphml,2,,5,clustered,0.7;-0.3,-1,-1,-1
180,93,103,graphml/Oteglobe.graphml,2,,2,clustered,0.7;-0.3,14,24,14
179,93,103,graphml/Oteglobe.graphml,1,,3,clustered,0.7;-0.3,-1,-1,-1
178,93,103,graphml/Oteglobe.graphml,2,,5,clustered,0.7;-0.3,-1,-1,-1
177,93,103,graphml/Oteglobe.graphml,1,,1,clustered,0.7;-0.3,-1,-1,-1
176,93,103,graphml/Oteglobe.graphml,2,,7,clustered,0.7;-0.3,-1,-1,-1
175,93,103,graphml/Oteglobe.graphml,1,,0,clustered,0.7;-0.3,6,6,6
174,93,103,graphml/Oteglobe.graphml,1,,5,clustered,0.7;-0.3,15,-1,15
173,93,103,graphml/Oteglobe.graphml,1,,5,clustered,0.7;-0.3,7,7,7
172,93,103,graphml/Oteglobe.graphml,2,,4,clustered,0.7;-0.3,-1,-1,-1
171,93,103,graphml/Oteglobe.graphml,2,,2,clustered,0.7;-0.3,4,6,4
170,93,103,graphml/Oteglobe.graphml,2,,2,clustered,0.7;-0.3,8,8,8
169,93,103,graphml/Oteglobe.graphml,2,,5,clustered,0.7;-0.3,-1,-1,-1
168,93,103,graphml/Oteglobe.graphml,2,,7,clustered,0.7;-0.3,4,6,4
