rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,14,14,14
199,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,16,16,16
198,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,13,21,13
197,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,24,24,24
196,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,9,10,9
195,197,243,graphml/Cogentco.graphml,3,,1,clustered,0.3;-0.3,3,3,3
194,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,6,12,6
193,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,12,12,12
192,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,8,8,8
191,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,10,10,10
190,197,243,graphml/Cogentco.graphml,3,,0,clustered,0.3;-0.3,10,11,10
189,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,12,12,12
188,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,5,5,5
187,197,243,graphml/Cogentco.graphml,3,,1,clustered,0.3;-0.3,5,6,5
186,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,15,15,15
185,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,12,12,12
184,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,3,3,3
183,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,9,9,9
182,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,6,6,6
181,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,13,13,13
180,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,15,17,15
179,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,5,5,5
178,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.3;-0.3,6,6,6
177,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.3;-0.3,5,5,5
176,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,10,10,10
175,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,8,8,8
174,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,15,16,15
173,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,10,10,10
172,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,5,5,5
171,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,9,9,9
170,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,15,15,15
169,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,10,10,10
168,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,5,6,5
167,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.3;-0.3,4,4,4
166,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,14,14,14
165,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,14,14,14
164,197,243,graphml/Cogentco.graphml,3,,0,clustered,0.3;-0.3,3,3,3
163,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,5,5,5
162,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,17,17,17
161,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,10,10,10
160,197,243,graphml/Cogentco.graphml,3,,0,clustered,0.3;-0.3,9,12,9
159,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,17,17,17
158,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.3;-0.3,13,13,13
157,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,2,2,2
156,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,12,12,12
155,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,5,5,5
154,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,20,25,20
153,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,14,20,14
152,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,5,5,5
151,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,11,11,11
150,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,8,8,8
149,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,9,10,9
148,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,5,5,5
147,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,14,14,14
146,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,13,13,13
145,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,5,5,5
144,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,20,20,20
143,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.3;-0.3,4,4,4
142,197,243,graphml/Cogentco.graphml,3,,0,clustered,0.3;-0.3,8,9,8
141,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,9,9,9
140,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,5,5,5
139,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,9,9,9
138,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,8,8,8
137,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,8,8,8
136,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,10,10,10
135,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,17,17,17
134,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,7,7,7
133,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,9,9,9
132,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,15,15,15
131,197,243,graphml/Cogentco.graphml,3,,0,clustered,0.3;-0.3,11,11,11
130,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,4,4,4
129,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,8,8,8
128,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,4,4,4
127,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,18,26,18
126,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.3;-0.3,9,9,9
125,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,13,13,13
124,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,17,17,17
123,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,3,3,3
122,197,243,graphml/Cogentco.graphml,3,,0,clustered,0.3;-0.3,6,6,6
121,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,16,19,16
120,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,10,13,10
119,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,13,13,13
118,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,9,9,9
117,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,6,6,6
116,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,18,18,18
115,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,9,9,9
114,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,9,9,9
113,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,12,12,12
112,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,16,16,16
111,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,14,14,14
110,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,22,22,22
109,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,20,20,20
108,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,11,11,11
107,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.3;-0.3,8,8,8
106,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,6,6,6
105,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,12,13,12
104,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,11,11,11
103,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,7,7,7
102,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,8,8,8
101,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.3;-0.3,9,9,9
100,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,6,6,6
99,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,11,13,11
98,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,6,6,6
97,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,11,11,11
96,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,5,5,5
95,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,10,10,10
94,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,8,8,8
93,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,17,18,17
92,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.3;-0.3,3,3,3
91,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,10,10,10
90,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,11,16,11
89,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,10,13,10
88,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,23,23,23
87,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,11,11,11
86,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,10,10,10
85,197,243,graphml/Cogentco.graphml,3,,0,clustered,0.3;-0.3,9,9,9
84,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,7,7,7
83,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,9,9,9
82,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.3;-0.3,6,6,6
81,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.3;-0.3,19,19,19
80,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.3;-0.3,2,14,2
