rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,6,6,6
199,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,15,16,15
198,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,24,24,24
197,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.4;-0.3,18,18,18
196,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.4;-0.3,13,13,13
195,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,7,7,7
194,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.4;-0.3,13,13,13
193,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,21,22,21
192,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.4;-0.3,5,5,5
191,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,10,10,10
190,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,14,14,14
189,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.4;-0.3,7,7,7
188,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,12,12,12
187,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,17,18,17
186,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,5,5,5
185,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,19,19,19
184,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,12,12,12
183,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.4;-0.3,18,18,13
182,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,12,13,12
181,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,13,13,13
180,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,12,13,12
179,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.4;-0.3,4,4,4
178,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.4;-0.3,16,16,16
177,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,16,12,16
176,197,243,graphml/Cogentco.graphml,2,,5,clustered,0.4;-0.3,5,5,5
175,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,4,4,4
174,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,14,18,14
173,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,15,17,15
172,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,15,18,15
171,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,17,17,17
170,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,3,3,3
169,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,10,10,10
168,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,5,5,5
167,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,9,9,9
166,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.4;-0.3,5,20,5
165,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.4;-0.3,21,53,21
164,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,10,10,10
163,197,243,graphml/Cogentco.graphml,2,,3,clustered,0.4;-0.3,13,13,13
162,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,13,13,13
161,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,7,7,7
160,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.4;-0.3,12,12,12
159,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,7,7,7
158,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,10,10,10
157,197,243,graphml/Cogentco.graphml,3,,1,clustered,0.4;-0.3,10,37,10
156,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,12,13,12
155,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.4;-0.3,13,63,13
154,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,11,11,11
153,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,23,23,23
152,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.4;-0.3,11,11,11
151,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,17,17,17
150,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,9,9,9
149,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.4;-0.3,18,44,26
148,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,9,9,9
147,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,8,9,8
146,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,24,24,24
145,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,11,11,11
144,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,9,9,9
143,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,13,13,13
142,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.4;-0.3,14,14,14
141,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,6,6,6
140,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,6,6,6
139,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,7,7,7
138,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,10,10,10
137,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.4;-0.3,7,7,7
136,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,5,5,5
135,197,243,graphml/Cogentco.graphml,3,,3,clustered,0.4;-0.3,32,9,9
134,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,10,13,10
133,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,12,12,12
132,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,14,15,14
131,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,17,18,17
130,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,10,10,10
129,197,243,graphml/Cogentco.graphml,3,,2,clustered,0.4;-0.3,4,4,4
128,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,7,7,7
127,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.4;-0.3,7,7,7
126,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,5,6,5
125,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,14,14,14
124,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,12,17,12
123,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,13,13,13
122,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,15,15,15
121,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,18,45,18
120,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.4;-0.3,10,-1,10
119,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,5,5,5
118,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.4;-0.3,17,27,17
117,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.4;-0.3,17,26,17
116,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.4;-0.3,22,22,22
115,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,7,7,7
114,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,7,7,7
113,197,243,graphml/Cogentco.graphml,1,,2,clustered,0.4;-0.3,9,21,6
112,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,8,8,8
111,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,3,3,3
110,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,10,10,10
109,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,13,13,13
108,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,4,4,4
107,197,243,graphml/Cogentco.graphml,2,,4,clustered,0.4;-0.3,10,10,10
106,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,19,22,19
105,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,8,8,8
104,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,12,13,12
103,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,22,22,22
102,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,14,16,14
101,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,11,11,11
100,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,16,51,16
99,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,13,13,13
98,197,243,graphml/Cogentco.graphml,3,,2,clustered,0.4;-0.3,5,5,5
97,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,18,20,18
96,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,18,21,18
95,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,20,23,20
94,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,8,11,8
93,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,12,12,12
92,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,6,6,6
91,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,6,6,6
90,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,18,18,18
89,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.4;-0.3,11,11,11
88,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,14,14,14
87,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,3,3,3
86,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,11,29,11
85,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,9,9,9
84,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,7,7,7
83,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,14,14,14
82,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.4;-0.3,25,48,25
81,197,243,graphml/Cogentco.graphml,3,,1,clustered,0.4;-0.3,9,11,9
80,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,15,18,15
79,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,7,7,7
78,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,11,11,11
77,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,4,4,4
76,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,12,12,12
75,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,3,6,3
74,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,16,19,16
73,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,20,20,20
72,197,243,graphml/Cogentco.graphml,3,,1,clustered,0.4;-0.3,10,11,10
71,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,9,9,9
70,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,11,11,11
69,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,18,21,18
68,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,12,12,12
67,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,12,12,12
66,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,17,17,17
65,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.4;-0.3,6,7,6
64,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,8,10,8
63,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,4,4,4
62,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,9,9,9
61,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,5,5,5
60,197,243,graphml/Cogentco.graphml,1,,1,clustered,0.4;-0.3,8,23,8
59,197,243,graphml/Cogentco.graphml,1,,0,clustered,0.4;-0.3,15,15,15
58,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.4;-0.3,21,23,27
57,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,13,13,13
56,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,8,10,8
55,197,243,graphml/Cogentco.graphml,2,,1,clustered,0.4;-0.3,10,10,10
54,197,243,graphml/Cogentco.graphml,2,,0,clustered,0.4;-0.3,13,16,13
53,197,243,graphml/Cogentco.graphml,3,,2,clustered,0.4;-0.3,5,5,5
52,197,243,graphml/Cogentco.graphml,2,,2,clustered,0.4;-0.3,28,27,20
