rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,20,44,20
199,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,12,17,12
198,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,15,15,15
197,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,4,4,4
196,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,12,34,12
195,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,109,29,-1
194,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,17,-1,17
193,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,13,14,13
192,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,15,15,15
191,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,16,16,16
190,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,-1,-1,-1
189,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,2,5,2
188,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,5,5,5
187,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,18,21,18
186,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,10,10,10
185,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,10,12,10
184,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,2,2,2
183,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,11,11,11
182,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,9,9,9
181,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,26,38,26
180,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,10,10,10
179,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,14,16,14
178,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,6,6,6
177,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,16,16,16
176,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,19,19,19
175,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,9,9,9
174,197,243,graphml/Cogentco.graphml,3,6,12,random,-1,5,5,5
173,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,9,9,9
172,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,10,11,10
171,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,-1,-1,-1
170,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,16,16,16
169,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,10,10,10
168,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,11,11,11
167,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,5,5,5
166,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,19,19,19
165,197,243,graphml/Cogentco.graphml,3,6,12,random,-1,6,6,6
164,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,17,18,17
163,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,8,8,8
162,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,11,11,11
161,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,17,68,17
160,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,4,4,4
159,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,21,21,21
158,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,9,9,9
157,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,5,5,5
156,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,6,6,6
155,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,22,33,22
154,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,14,14,14
153,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,13,13,13
152,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,3,3,3
151,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,10,10,10
150,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,13,13,13
149,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,9,9,9
148,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,14,14,14
147,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,7,7,7
146,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,18,18,18
145,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,11,11,11
144,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,29,25,29
143,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,2,2,2
142,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,11,11,11
141,197,243,graphml/Cogentco.graphml,3,6,12,random,-1,2,2,2
140,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,18,18,18
139,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,14,17,14
138,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,17,-1,17
137,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,14,14,14
136,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,5,5,5
135,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,9,9,9
134,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,9,11,9
133,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,12,12,12
132,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,2,2,2
131,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,12,12,12
130,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,3,3,3
129,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,10,29,10
128,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,7,7,7
127,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,14,14,14
126,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,7,7,7
125,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,9,9,9
124,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,14,14,14
123,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,18,18,18
122,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,12,12,12
121,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,23,23,23
120,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,12,12,12
119,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,5,5,5
118,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,8,8,8
117,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,17,17,17
116,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,5,5,5
115,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,5,7,5
114,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,18,18,18
113,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,12,12,12
112,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,10,10,10
111,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,14,14,14
110,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,20,8,8
109,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,12,12,12
108,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,10,10,10
107,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,4,4,4
106,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,4,4,4
105,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,7,7,7
104,197,243,graphml/Cogentco.graphml,3,6,12,random,-1,6,6,6
103,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,16,16,16
102,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,5,6,5
101,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,15,13,15
100,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,6,6,6
99,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,8,8,8
98,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,6,6,6
97,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,8,-1,8
96,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,3,3,3
95,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,11,11,11
94,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,11,11,11
93,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,13,13,13
92,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,12,12,12
91,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,15,21,15
90,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,10,12,10
89,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,5,5,5
88,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,5,5,5
87,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,9,9,9
86,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,7,7,7
85,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,14,14,14
84,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,10,-1,10
83,197,243,graphml/Cogentco.graphml,3,6,12,random,-1,10,11,10
82,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,14,15,14
81,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,9,13,9
80,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,4,4,4
79,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,11,11,11
78,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,31,-1,31
77,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,6,6,6
76,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,16,16,16
75,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,5,6,5
74,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,9,9,9
73,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,11,11,11
72,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,7,7,7
71,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,13,13,13
70,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,27,38,27
69,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,24,24,24
68,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,15,24,15
67,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,8,9,8
66,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,12,12,12
65,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,12,12,12
64,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,3,3,3
63,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,10,10,10
62,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,16,19,16
61,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,14,16,14
60,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,5,5,5
59,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,8,8,8
58,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,3,3,3
57,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,4,4,4
56,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,10,10,10
55,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,12,12,12
54,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,13,13,13
53,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,17,17,17
52,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,4,4,4
51,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,22,22,22
50,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,17,17,17
49,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,10,10,10
48,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,26,39,26
47,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,20,22,20
46,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,10,10,10
45,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,9,9,9
44,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,2,3,2
43,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,16,16,16
42,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,13,13,13
41,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,-1,-1,-1
40,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,18,18,18
39,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,11,11,11
38,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,16,18,16
37,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,4,4,4
36,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,12,12,12
35,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,7,7,7
34,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,12,13,12
33,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,26,45,26
32,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,6,6,6
31,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,11,12,11
30,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,18,18,18
29,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,32,-1,32
28,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,22,45,22
27,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,13,15,13
26,197,243,graphml/Cogentco.graphml,3,6,12,random,-1,8,8,8
25,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,4,4,4
24,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,9,9,9
23,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,16,20,16
22,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,18,14,18
21,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,12,10,12
20,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,13,16,13
19,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,-1,-1,-1
18,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,6,7,6
17,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,16,16,16
16,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,16,16,16
15,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,16,16,16
14,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,7,7,7
13,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,6,6,6
12,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,17,-1,17
11,197,243,graphml/Cogentco.graphml,3,6,12,random,-1,2,7,2
10,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,4,4,4
9,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,9,9,9
8,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,12,10,12
7,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,9,9,9
6,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,5,5,5
5,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,8,9,8
4,197,243,graphml/Cogentco.graphml,1,6,0,random,-1,7,7,7
3,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,19,21,19
2,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,10,11,10
1,197,243,graphml/Cogentco.graphml,2,6,6,random,-1,3,3,3
