rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,-1,-1,-1
199,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,12,12,12
198,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,12,14,12
197,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,23,15,23
196,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,16,16,16
195,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,16,16,16
194,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,9,9,9
193,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,3,3,3
192,197,243,graphml/Cogentco.graphml,3,16,32,random,-1,3,3,3
191,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,11,11,11
190,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,-1,-1,-1
189,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,-1,-1,-1
188,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,25,-1,29
187,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,15,15,15
186,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,2,2,2
185,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,10,10,10
184,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,3,3,3
183,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,14,14,14
182,197,243,graphml/Cogentco.graphml,3,16,32,random,-1,13,16,13
181,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,13,17,13
180,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,18,-1,18
179,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,7,7,7
178,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,-1,-1,-1
177,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,15,21,15
176,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,10,10,10
175,197,243,graphml/Cogentco.graphml,3,16,32,random,-1,4,4,4
174,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,13,13,13
173,197,243,graphml/Cogentco.graphml,3,16,32,random,-1,66,-1,-1
172,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,10,10,10
171,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,17,17,17
170,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,7,7,7
169,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,10,10,10
168,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,-1,-1,-1
167,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,12,17,12
166,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,6,17,6
165,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,2,2,2
164,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,12,12,12
163,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,6,6,6
162,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,15,15,15
161,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,-1,-1,-1
160,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,7,7,7
159,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,24,-1,24
158,197,243,graphml/Cogentco.graphml,3,16,32,random,-1,-1,-1,-1
157,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,-1,-1,-1
156,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,6,-1,6
155,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,5,5,5
154,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,7,7,7
153,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,10,10,10
152,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,13,9,13
151,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,6,6,6
150,197,243,graphml/Cogentco.graphml,3,16,32,random,-1,18,12,12
149,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,17,-1,17
148,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,7,7,7
147,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,11,11,11
146,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,-1,-1,-1
145,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,11,11,11
144,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,-1,-1,-1
143,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,7,7,7
142,197,243,graphml/Cogentco.graphml,3,16,32,random,-1,50,29,50
141,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,8,8,8
140,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,14,14,14
139,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,-1,-1,-1
138,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,6,6,6
137,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,14,14,14
136,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,9,9,9
135,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,13,25,13
134,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,14,22,14
133,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,15,22,15
132,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,14,-1,14
131,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,6,6,6
130,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,-1,-1,-1
129,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,13,13,13
128,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,7,7,7
127,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,17,13,17
126,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,10,16,10
125,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,10,20,10
124,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,-1,-1,-1
123,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,11,11,11
122,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,21,21,21
121,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,48,33,48
120,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,13,13,13
119,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,6,6,6
118,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,17,17,17
117,197,243,graphml/Cogentco.graphml,2,16,16,random,-1,16,-1,16
116,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,19,19,19
115,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,12,12,12
114,197,243,graphml/Cogentco.graphml,1,16,0,random,-1,15,15,15
