rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,11,11,11
199,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,9,11,9
198,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,9,9,9
197,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,16,31,16
196,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,6,6,6
195,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,17,15,17
194,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,13,13,13
193,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,9,9,9
192,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,6,6,6
191,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,4,4,4
190,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,-1,-1,-1
189,197,243,graphml/Cogentco.graphml,4,12,36,random,-1,3,3,3
188,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,6,6,6
187,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,11,11,11
186,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,5,5,5
185,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,3,3,3
184,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,12,12,12
183,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,15,16,15
182,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,12,15,12
181,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,-1,-1,-1
180,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,7,7,7
179,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,11,11,11
178,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,7,7,7
177,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,17,17,17
176,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,5,5,5
175,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,2,2,2
174,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,22,22,22
173,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,9,9,9
172,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,6,6,6
171,197,243,graphml/Cogentco.graphml,3,12,24,random,-1,7,7,7
170,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,4,4,4
169,197,243,graphml/Cogentco.graphml,3,12,24,random,-1,6,6,6
168,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,16,-1,16
167,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,-1,-1,-1
166,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,26,37,29
165,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,5,5,5
164,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,20,20,20
163,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,-1,-1,-1
162,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,10,10,10
161,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,14,14,14
160,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,8,8,8
159,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,8,8,8
158,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,14,14,14
157,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,9,9,9
156,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,4,4,4
155,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,8,8,8
154,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,6,6,6
153,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,14,14,14
152,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,5,5,5
151,197,243,graphml/Cogentco.graphml,1,12,0,random,-1,5,5,5
150,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,8,8,8
149,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,8,13,8
148,197,243,graphml/Cogentco.graphml,2,12,12,random,-1,-1,-1,-1
