rep,nrNodes,nrEdges,edgeProb,nrPaths,failure rate,noFailed,failureModel,failurePercent,hopsWithHeader,hopsMultipleTree,hopsOfEDPWithHeader
200,197,243,graphml/Cogentco.graphml,1,18,0,random,-1,13,13,13
199,197,243,graphml/Cogentco.graphml,1,18,0,random,-1,6,6,6
198,197,243,graphml/Cogentco.graphml,1,18,0,random,-1,11,11,11
197,197,243,graphml/Cogentco.graphml,2,18,18,random,-1,18,-1,14
196,197,243,graphml/Cogentco.graphml,1,18,0,random,-1,12,12,12
195,197,243,graphml/Cogentco.graphml,1,18,0,random,-1,6,6,6
194,197,243,graphml/Cogentco.graphml,2,18,18,random,-1,15,15,15
193,197,243,graphml/Cogentco.graphml,2,18,18,random,-1,14,-1,14
192,197,243,graphml/Cogentco.graphml,2,18,18,random,-1,11,11,11
191,197,243,graphml/Cogentco.graphml,2,18,18,random,-1,5,5,5
190,197,243,graphml/Cogentco.graphml,2,18,18,random,-1,5,5,5
189,197,243,graphml/Cogentco.graphml,2,18,18,random,-1,4,4,4
188,197,243,graphml/Cogentco.graphml,3,18,36,random,-1,-1,-1,-1
187,197,243,graphml/Cogentco.graphml,3,18,36,random,-1,-1,-1,-1
186,197,243,graphml/Cogentco.graphml,2,18,18,random,-1,16,18,16
185,197,243,graphml/Cogentco.graphml,1,18,0,random,-1,18,18,18
184,197,243,graphml/Cogentco.graphml,1,18,0,random,-1,13,13,13
183,197,243,graphml/Cogentco.graphml,1,18,0,random,-1,11,11,11
182,197,243,graphml/Cogentco.graphml,2,18,18,random,-1,20,-1,19
181,197,243,graphml/Cogentco.graphml,2,18,18,random,-1,-1,-1,-1
180,197,243,graphml/Cogentco.graphml,2,18,18,random,-1,22,18,22
179,197,243,graphml/Cogentco.graphml,2,18,18,random,-1,32,-1,44
178,197,243,graphml/Cogentco.graphml,1,18,0,random,-1,10,10,10
177,197,243,graphml/Cogentco.graphml,1,18,0,random,-1,9,9,9
